cp1,cp2,tipo_precio
-0.3589232435863789,2.631258849542924,bajo
0.973796597128198,2.52068843312829,bajo
1.7404664739563251,1.166996758283756,bajo
1.3325917937611151,1.4189562619316411,alto
-1.303393160066341,1.206797409858856,medio
0.9199164687757858,1.2211813060894137,medio
-1.3238743612372572,1.159984409821026,bajo
0.0136339663534775,1.1897376078676758,alto
1.927078917918828,1.5215806495325963,bajo
-0.4762659287610343,1.4882516575099776,medio
2.0238083765542543,1.5849851146705691,bajo
2.0238083765542543,1.5849851146705691,medio
2.0238083765542543,1.5849851146705691,medio
1.276990318868746,1.0991721052152372,bajo
4.949106760489613,0.8601705295542732,bajo
0.8793426134972784,0.945446023036088,bajo
-0.2240538775917981,0.7761735919457218,bajo
-0.3385525257005999,0.6790392471478,bajo
-1.7842277206299413,-1.9002167129383307,medio
2.1745984273274037,-1.4738169528952958,medio
0.2289696103221138,-1.86427679064282,medio
-1.4571487473257962,-2.2019782385903666,medio
0.1935985286656074,-2.08745173317379,medio
-1.95391283333502,-1.732719733812763,medio
-1.4758361976705323,-1.7564866120720148,bajo
0.3224301229984979,-2.0631027349124778,medio
0.2803269658660047,-1.8286672471726184,medio
-0.9147325427689444,-1.784337203714005,alto
-2.8712589825105828,1.0065863990840809,alto
-1.2264640468125274,0.8588816040259938,medio
0.8512608952668071,0.7952562592370312,bajo
1.709846570356746,0.5267071144255706,medio
-1.4819391005356433,0.4205611587694322,medio
-1.5202229994420509,0.5536911585966465,alto
-0.4499421955025424,0.8077967446113474,bajo
-2.610971224414811,-1.67070571566432,medio
-1.5803434260041684,-1.5889273864843911,medio
-2.123113882368076,-1.844906335808305,medio
-0.1905888416368219,0.0475518023513063,bajo
-1.730498250142802,-0.2148077086145163,bajo
-1.3379672740141402,0.2913003721628581,medio
3.3314092321355298,0.37694488378521,medio
0.0092426436665985,-0.5706061954005058,medio
2.5648813293956416,0.126223889144791,medio
-1.374264906227622,0.4259284369632082,bajo
1.0111047456047857,0.0209596071718285,medio
-2.1996187378311447,-0.338509255671489,medio
-1.7714809381096024,0.0309248497341908,alto
-1.468007416309994,0.2968922125596258,alto
-1.8207996242232387,0.2004164015605491,medio
-1.0619067838544074,-0.4292163998212239,medio
-0.1524458203746488,-0.2772082877405946,alto
-2.2742037085071085,-0.0527409262267704,alto
-1.5969922712795133,0.098342899282961,alto
-0.8023615290630164,-0.5012996314962327,alto
4.078140816579107,-0.3545120486735191,alto
-2.195447119925099,-0.2355135642100471,medio
-1.5940488860021764,-1.007181535256295,alto
-0.2436277536766932,0.020116979854667,medio
0.186414469243264,-0.0557233537152563,alto
-2.228964488548087,-0.5066481042657737,medio
-1.9834162978447163,-0.5339373937928089,medio
0.6470844031393397,-0.0909070749588546,alto
-1.5562409597922922,0.3657244714347405,bajo
0.5620323969912003,0.1804963211984905,medio
-0.9701951716355796,-0.0636389458322859,alto
-1.6368456751229656,-0.3843736037463444,alto
4.013626290818957,-0.1819891985582398,medio
0.2411864498867097,2.216656357662803,bajo
-1.257249926283176,1.990718372605508,medio
-1.1173477471992286,2.0386430482305995,medio
-1.9415809067507148,-0.9145437326411348,medio
0.6274544472470012,-1.4291485124234835,alto
-2.0298337996334457,-1.3271018075246617,alto
1.637940730843662,-1.3212904469652018,medio
-1.82615989618658,-1.5817123649612452,medio
3.3444628860357164,-1.0603965284288606,medio
-0.0386827099064754,-1.3657326873794011,medio
-1.5352902610417258,-1.1827427947990816,medio
-1.0400646132779037,-1.555429319490994,medio
-1.9655638436135132,-1.275384879540468,medio
-0.2062065034343834,-0.6348680077996106,medio
-1.7733190214369083,-1.7239557340818543,medio
-1.2351375045601216,-1.5357621537123154,alto
-1.0968555768357042,-1.4894800511295596,alto
-1.8692318100817,-1.3853316505318158,alto
3.222559340472869,-1.286660304137353,alto
-2.0939659615069104,-1.048992368688078,alto
0.0592281568730316,0.8434328884415963,bajo
-2.101119367723626,0.5899165974116422,bajo
1.7387186628272409,0.5835896920718429,bajo
-0.6114305488023174,-0.0660203842203567,bajo
2.7917887719080223,0.1108579444429807,bajo
0.1382888951985933,0.0889138976754196,bajo
-1.5513506435707347,0.761039023639339,medio
-0.0363681438710902,0.4698377013535371,medio
-0.948607443320328,0.9351457400370188,bajo
2.4288525345638075,0.5130166095925731,bajo
3.1048858618373374,0.7164813795821725,medio
-1.374264906227622,0.4259284369632082,bajo
2.6633903328457147,0.5107602723952455,alto
-2.096865251516862,0.3247269306790361,alto
-2.446385223272333,0.4978830408640697,medio
1.3038179212141,0.5052153985745683,medio
1.839846590345366,1.0152042680728346,medio
-2.319334678887719,-0.0365369280820041,alto
2.412321839218324,0.7231885589334898,alto
-1.4840177817647109,0.8353143048732246,medio
4.901681622698094,0.5960743801733521,medio
-2.513355141759288,0.3789154866944687,medio
3.658537619160752,0.7913932697975876,medio
0.1186843606958212,0.9588754550357732,medio
-1.486749657220091,-2.1954007072272352,medio
-1.7891456163519768,-2.209446732548973,medio
-0.1261404073731789,1.183435633166707,bajo
-0.0034320274046018,0.968440423817425,bajo
1.0242495118510122,1.140759177085204,bajo
-1.9673466649504516,1.2191321821346113,medio
4.33739849104171,0.650623031177489,medio
1.7481545720369474,0.5114480817389202,medio
0.8829053275553752,0.3152421207599329,bajo
-1.4740093508713277,0.7207332506217605,alto
-0.3273106592145477,0.879744404732523,bajo
-1.826239237024313,0.4850006351035203,medio
-1.3333488656351995,0.8424237873708554,alto
0.1675671604377541,0.989913488914202,medio
4.2025629147561965,0.6649348181483494,medio
2.75507438309344,0.4075955600133645,bajo
-1.0366552905073296,0.3804250467282302,medio
-1.275435321374122,0.8090991163571254,medio
2.29361081658358,0.5469080642197366,medio
0.2102743287079329,0.4932843514109426,medio
1.4090519297169326,0.921724795328112,medio
-1.2767229867976893,-0.4877599962282342,medio
0.0792336039379429,0.3536080256319419,medio
-0.430629123037289,0.9368488371079756,bajo
-0.6565464220259611,1.7197822626836388,bajo
1.5561382551149237,1.609295102462756,bajo
-2.128232372581219,1.3755268597393953,medio
-2.1035817155780228,1.2902941692085803,bajo
-2.3876581935189467,1.4271682850768976,medio
-2.4143128471313315,1.394599532472453,medio
-1.8255787729389497,1.7811291570758536,bajo
-0.6565464220259611,1.7197822626836388,bajo
0.272310534768366,1.899317942180475,bajo
1.7074103755839656,-0.4593113649565741,alto
5.742635396073369,-0.7957980861786147,medio
-2.327686679086919,-1.0547344706401274,alto
-0.3162469425262569,-0.6790872516201177,medio
-1.8986935019620752,-0.787881968303468,medio
-2.2802641516257336,-0.7835121733074021,medio
-1.3029949482089913,1.0341864131910277,medio
1.4683699751801875,-0.6542895330691547,medio
-2.0635080241905386,0.8363139042768986,bajo
-2.712618064526735,0.932316727152939,medio
0.077189045308846,1.0564983389853349,bajo
