cp1,cp2
-0.3042902890170555,-0.9500865062771413
0.9933755506383172,-1.68736168746796
1.7688599311711226,-0.4785914314525888
1.3779917653697193,-0.12430127982847933
-1.231400063318176,0.07694463496414994
0.9627129139777048,-0.5765870178840561
-1.2479778618493307,0.07140556542608824
0.054627810310029494,-0.33909015306608825
1.9402304955299516,-1.2981105367645238
-0.42582382777107997,-0.9362577104951411
2.0372946999396175,-0.9333148298719872
2.0372946999396175,-0.9333148298719872
2.0372946999396175,-0.9333148298719872
1.301653823600337,-1.4069050771454823
4.926647382455808,-0.5209797835393756
0.927907359660741,-0.19588846798963575
-0.17474115023816947,-0.846696909722618
-0.29259052481190895,-0.8743113574476742
-1.7628236762302247,-0.21235286096662048
2.1354443638934857,-0.6128538209227802
0.24099338811455062,1.167621464351117
-1.4420891815824368,0.034524127959177635
0.17803171598999773,-0.43690902204177184
-1.9290931379844032,0.4122882075905073
-1.453753421747298,0.6541862288113023
0.30612893086129933,-0.47761006353052554
0.26993359310182996,-0.36259174246876186
-0.8930974251406162,0.6455115387015292
-2.813104254499986,-0.1805677822721674
-1.1743109751588006,0.16651933685217568
0.8793308952015696,-0.271557348771499
1.7075716567139454,-0.9532034723942351
-1.4213898062058965,0.07918188843197801
-1.4557896788677565,0.16168769402893426
-0.41794318491707366,-0.9900598207963346
-2.8124154757043005,0.19936155945913533
-1.5495974818735219,-0.03782402155710801
-2.3310953461450485,0.4931663598050918
-0.1347850036345955,-0.88011855039684
-1.6863096810304141,-0.22875333053193486
-1.2895185092058488,0.19781684757011148
3.31905194696313,-0.8517598785782202
-0.0714295602907986,-0.5745856079723156
2.5415136645998726,-0.4204978198977961
-1.3970757079450653,-0.30796317278491986
1.0216052880729947,-0.5839565435723836
-2.3910109999658142,0.4720336062523868
-1.726361272310186,-0.10078183947273323
-1.4154933071107894,0.12886035655799083
-1.7655066024526938,-0.1851202340974499
-1.0499584263482977,-0.5213422286016773
-0.1425494893302026,-0.43770616317841843
-2.4594539308148438,0.5381813841775828
-1.5498793945199045,0.009562253982710088
-0.7658521124261592,0.8087151178238767
4.049184878829977,0.6385718931244904
-2.3843008362286042,0.5194037017991546
-1.5618816142192975,0.024245673349165067
-0.22490230860804217,-0.6565868835232743
0.1971804067461244,-0.2645945925159057
-2.4215247565014315,0.5198674256192557
-2.1770316641651224,0.7144051321471182
0.6570503998102651,0.32481054302275986
-1.501577556765065,-0.14030565187894245
0.5739221534050621,-0.0933580527747078
-0.9229274153327904,0.517336507763614
-1.5938638839837727,0.027446991144774086
3.9827131485858223,0.7894354652150044
0.304028528972135,-0.6743302824109495
-1.1814956837302746,0.18111773599171135
-1.0401135664109753,0.35678550238985524
-1.8992705520620332,-0.35121030900927047
0.6248942978703134,0.12500430568529858
-2.0031467017555644,0.4377570856657861
1.600125119673085,-0.14228333944564459
-1.7988097924805142,-0.211374895523337
3.3091030734704217,0.34813205188876656
-0.04203279756709138,-0.6579909531001167
-1.5014370565838475,-0.02499533285725023
-1.0180428653172597,0.366108133195421
-1.9282056768595421,0.4175680961861448
-0.19570015257771914,-0.7125232056882073
-2.017866158944332,0.35848830372052215
-1.2078439295436891,0.2973773237008504
-1.067994802177953,0.4421778037762844
-2.0808606172423914,0.8430176250046303
3.1804712005860645,0.5659375659220276
-2.2944064939045976,0.6248221897357584
0.11456493735660239,-0.7677003054134119
-2.013528996440554,-0.4438497876639414
